ID,Zona,Latitud,Longitud,Prioridad,Tipo,Fecha
I-314,Zona_14,-38.763,-72.6186,Alta,Incendio,2026-07-05 08:52:00
I-315,Zona_11,-38.763,-72.6186,Media,Inundacion,2026-07-01 10:50:00
I-316,Zona_12,-38.7837,-72.5931,Baja,Accidente Vial,2026-07-06 01:35:00
I-317,Zona_14,-38.7973,-72.6202,Crítica,Inundacion,2026-07-02 17:13:00
I-318,Zona_10,-38.7781,-72.5742,Alta,Medico,2026-07-03 14:02:00
I-319,Zona_06,-38.7772,-72.6066,Baja,Inundacion,2026-07-05 18:22:00
I-320,Zona_17,-38.7439,-72.6106,Media,Rescate,2026-07-01 23:34:00
I-321,Zona_05,-38.792,-72.6151,Media,Incendio,2026-07-05 11:18:00
I-322,Zona_07,-38.7191,-72.649,Media,Inundacion,2026-07-02 18:56:00
I-323,Zona_03,-38.7191,-72.649,Media,Accidente Vial,2026-07-05 15:47:00
I-324,Zona_19,-38.7837,-72.5931,Crítica,Inundacion,2026-07-05 15:00:00
I-325,Zona_20,-38.7415,-72.5153,Alta,Rescate,2026-07-04 22:44:00
I-326,Zona_03,-38.7191,-72.649,Crítica,Accidente Vial,2026-07-03 20:02:00
I-327,Zona_09,-38.7439,-72.6106,Baja,Rescate,2026-07-03 01:20:00
I-328,Zona_10,-38.7157,-72.5336,Crítica,Accidente Vial,2026-07-01 18:07:00
I-329,Zona_12,-38.7264,-72.5485,Alta,Incendio,2026-07-01 15:46:00
I-330,Zona_03,-38.7415,-72.5153,Crítica,Accidente Vial,2026-07-06 05:59:00
I-331,Zona_02,-38.7345,-72.5907,Crítica,Inundacion,2026-07-04 11:40:00
I-332,Zona_11,-38.7415,-72.5153,Crítica,Inundacion,2026-07-02 09:42:00
I-333,Zona_15,-38.7191,-72.649,Baja,Rescate,2026-07-01 16:26:00
I-334,Zona_17,-38.789,-72.5559,Media,Incendio,2026-07-01 19:30:00
I-335,Zona_15,-38.7193,-72.5405,Crítica,Inundacion,2026-07-05 08:36:00
I-336,Zona_06,-38.7771,-72.6452,Alta,Rescate,2026-07-04 19:15:00
I-337,Zona_14,-38.7171,-72.5572,Alta,Inundacion,2026-07-03 12:53:00
I-338,Zona_11,-38.7108,-72.637,Baja,Rescate,2026-07-05 19:45:00
I-339,Zona_13,-38.7973,-72.6202,Alta,Rescate,2026-07-04 12:10:00
I-340,Zona_20,-38.7208,-72.5867,Media,Rescate,2026-07-06 04:16:00
I-341,Zona_05,-38.7781,-72.5742,Alta,Rescate,2026-07-04 15:33:00
I-342,Zona_13,-38.7415,-72.5153,Media,Inundacion,2026-07-05 07:21:00
I-343,Zona_10,-38.789,-72.5559,Crítica,Rescate,2026-07-01 19:34:00
I-344,Zona_17,-38.778,-72.5616,Baja,Accidente Vial,2026-07-05 03:29:00
I-345,Zona_01,-38.7157,-72.5336,Alta,Rescate,2026-07-03 09:24:00
I-346,Zona_11,-38.766,-72.6267,Crítica,Medico,2026-07-02 13:14:00
I-347,Zona_05,-38.7153,-72.5594,Baja,Rescate,2026-07-02 02:46:00
I-348,Zona_18,-38.7973,-72.6202,Baja,Rescate,2026-07-04 05:18:00
I-349,Zona_05,-38.7029,-72.5209,Crítica,Medico,2026-07-04 20:22:00
I-350,Zona_20,-38.7194,-72.5453,Media,Accidente Vial,2026-07-02 08:41:00
I-351,Zona_12,-38.7264,-72.5485,Media,Accidente Vial,2026-07-03 16:05:00
I-352,Zona_15,-38.7735,-72.613,Media,Inundacion,2026-07-02 22:54:00
I-353,Zona_16,-38.7193,-72.5405,Media,Rescate,2026-07-03 02:15:00
I-354,Zona_15,-38.7002,-72.5736,Crítica,Rescate,2026-07-04 13:52:00
I-355,Zona_17,-38.7029,-72.5209,Crítica,Medico,2026-07-03 12:08:00
I-356,Zona_20,-38.7043,-72.5995,Media,Rescate,2026-07-05 21:23:00
I-357,Zona_16,-38.7108,-72.637,Alta,Inundacion,2026-07-04 23:32:00
I-358,Zona_17,-38.7973,-72.6202,Baja,Rescate,2026-07-05 09:07:00
I-359,Zona_06,-38.7781,-72.5742,Alta,Accidente Vial,2026-07-05 16:11:00
I-360,Zona_14,-38.7157,-72.5336,Baja,Medico,2026-07-02 04:07:00
I-361,Zona_01,-38.7829,-72.5406,Crítica,Incendio,2026-07-03 07:43:00
I-362,Zona_12,-38.763,-72.6186,Media,Accidente Vial,2026-07-04 04:32:00
I-363,Zona_08,-38.7781,-72.5742,Baja,Rescate,2026-07-03 11:11:00
I-364,Zona_11,-38.7973,-72.6202,Media,Medico,2026-07-06 02:34:00
I-365,Zona_16,-38.7264,-72.5485,Media,Accidente Vial,2026-07-02 23:10:00
I-366,Zona_01,-38.7829,-72.5406,Baja,Incendio,2026-07-04 20:00:00
I-367,Zona_05,-38.7464,-72.504,Crítica,Incendio,2026-07-02 13:26:00
I-368,Zona_08,-38.7029,-72.5209,Alta,Incendio,2026-07-02 23:20:00
I-369,Zona_14,-38.7108,-72.637,Crítica,Incendio,2026-07-02 16:33:00
I-370,Zona_16,-38.735,-72.5683,Baja,Inundacion,2026-07-06 02:14:00
I-371,Zona_05,-38.7124,-72.6028,Alta,Accidente Vial,2026-07-02 17:01:00
I-372,Zona_12,-38.7361,-72.6462,Media,Inundacion,2026-07-04 19:56:00
I-373,Zona_03,-38.7733,-72.5095,Alta,Incendio,2026-07-02 09:34:00
I-374,Zona_17,-38.7771,-72.6452,Baja,Accidente Vial,2026-07-04 10:17:00
I-375,Zona_13,-38.701,-72.554,Alta,Rescate,2026-07-01 13:56:00
I-376,Zona_12,-38.7936,-72.5928,Baja,Rescate,2026-07-01 10:13:00
I-377,Zona_04,-38.7193,-72.5405,Alta,Medico,2026-07-05 12:04:00
I-378,Zona_18,-38.7264,-72.5485,Alta,Medico,2026-07-03 08:06:00
I-379,Zona_15,-38.7029,-72.5209,Crítica,Medico,2026-07-05 05:28:00
I-380,Zona_15,-38.778,-72.5616,Baja,Rescate,2026-07-01 16:36:00
I-381,Zona_07,-38.7043,-72.5995,Baja,Rescate,2026-07-01 13:58:00
I-382,Zona_13,-38.7138,-72.5634,Crítica,Rescate,2026-07-04 06:22:00
I-383,Zona_07,-38.7264,-72.5485,Alta,Rescate,2026-07-05 14:50:00
I-384,Zona_11,-38.7029,-72.5209,Alta,Incendio,2026-07-01 14:31:00
I-385,Zona_13,-38.7899,-72.6083,Crítica,Accidente Vial,2026-07-03 19:39:00
I-386,Zona_16,-38.7772,-72.6066,Crítica,Rescate,2026-07-02 09:30:00
I-387,Zona_03,-38.7771,-72.6452,Crítica,Incendio,2026-07-02 20:24:00
I-388,Zona_06,-38.7352,-72.5586,Alta,Rescate,2026-07-04 18:15:00
I-389,Zona_11,-38.7973,-72.6202,Alta,Rescate,2026-07-01 18:55:00
I-390,Zona_14,-38.7829,-72.5406,Media,Accidente Vial,2026-07-04 18:16:00
I-391,Zona_02,-38.792,-72.6151,Alta,Inundacion,2026-07-03 21:02:00
I-392,Zona_02,-38.7352,-72.5586,Baja,Accidente Vial,2026-07-02 21:29:00
I-393,Zona_06,-38.7899,-72.6083,Baja,Medico,2026-07-04 06:03:00
I-394,Zona_15,-38.7085,-72.5812,Baja,Medico,2026-07-05 04:34:00
I-395,Zona_12,-38.7578,-72.6455,Alta,Accidente Vial,2026-07-02 16:13:00
I-396,Zona_20,-38.7124,-72.6028,Media,Accidente Vial,2026-07-01 12:25:00
I-397,Zona_15,-38.7899,-72.6083,Baja,Inundacion,2026-07-03 10:47:00
I-398,Zona_12,-38.778,-72.5616,Crítica,Rescate,2026-07-04 08:17:00
I-399,Zona_08,-38.7415,-72.5153,Baja,Incendio,2026-07-02 22:03:00
I-400,Zona_16,-38.7936,-72.5928,Crítica,Inundacion,2026-07-02 09:24:00
I-401,Zona_09,-38.735,-72.5683,Crítica,Medico,2026-07-02 19:44:00
I-402,Zona_16,-38.7735,-72.613,Media,Incendio,2026-07-02 22:59:00
I-403,Zona_03,-38.778,-72.5616,Crítica,Medico,2026-07-06 04:26:00
I-404,Zona_03,-38.789,-72.5559,Alta,Rescate,2026-07-03 20:46:00
I-405,Zona_18,-38.789,-72.5559,Alta,Rescate,2026-07-01 16:51:00
I-406,Zona_06,-38.7194,-72.5453,Alta,Inundacion,2026-07-05 09:11:00
I-407,Zona_07,-38.7153,-72.5594,Media,Medico,2026-07-02 00:34:00
I-408,Zona_12,-38.7443,-72.5473,Alta,Accidente Vial,2026-07-01 11:35:00
I-409,Zona_20,-38.7789,-72.5086,Baja,Incendio,2026-07-02 01:43:00
I-410,Zona_16,-38.7138,-72.5634,Crítica,Accidente Vial,2026-07-03 14:21:00
I-411,Zona_05,-38.7124,-72.6028,Alta,Incendio,2026-07-01 18:04:00
I-412,Zona_17,-38.7829,-72.5406,Alta,Medico,2026-07-03 23:36:00
I-413,Zona_19,-38.7029,-72.5209,Media,Medico,2026-07-04 11:16:00
I-414,Zona_02,-38.7352,-72.5586,Baja,Inundacion,2026-07-04 04:39:00
I-415,Zona_06,-38.7191,-72.649,Media,Rescate,2026-07-03 01:31:00
I-416,Zona_12,-38.789,-72.5559,Alta,Incendio,2026-07-02 14:47:00
I-417,Zona_18,-38.7464,-72.504,Alta,Medico,2026-07-02 10:48:00
I-418,Zona_20,-38.7439,-72.6106,Baja,Inundacion,2026-07-03 01:20:00
I-419,Zona_19,-38.7415,-72.5153,Media,Medico,2026-07-02 07:01:00
I-420,Zona_20,-38.7601,-72.6171,Alta,Inundacion,2026-07-04 21:15:00
I-421,Zona_01,-38.7264,-72.5485,Baja,Incendio,2026-07-06 00:40:00
I-422,Zona_19,-38.7415,-72.5153,Alta,Medico,2026-07-05 17:16:00
I-423,Zona_14,-38.7029,-72.5209,Baja,Accidente Vial,2026-07-04 14:06:00
I-424,Zona_10,-38.7439,-72.6106,Alta,Accidente Vial,2026-07-04 10:29:00
I-425,Zona_13,-38.7193,-72.5405,Alta,Accidente Vial,2026-07-05 21:52:00
I-426,Zona_02,-38.7578,-72.6455,Media,Accidente Vial,2026-07-05 06:01:00
I-427,Zona_15,-38.7733,-72.5095,Media,Rescate,2026-07-04 02:06:00
I-428,Zona_11,-38.7085,-72.5812,Alta,Rescate,2026-07-02 03:36:00
I-429,Zona_12,-38.763,-72.6186,Baja,Rescate,2026-07-02 01:51:00
I-430,Zona_04,-38.7193,-72.5405,Alta,Accidente Vial,2026-07-03 23:41:00
I-431,Zona_04,-38.7193,-72.5405,Baja,Rescate,2026-07-02 03:14:00
I-432,Zona_20,-38.7364,-72.5953,Crítica,Medico,2026-07-06 05:59:00
I-433,Zona_11,-38.7194,-72.5453,Alta,Medico,2026-07-05 23:04:00
I-434,Zona_16,-38.7004,-72.5706,Crítica,Accidente Vial,2026-07-02 05:45:00
I-435,Zona_01,-38.7138,-72.5634,Baja,Accidente Vial,2026-07-04 03:54:00
I-436,Zona_08,-38.7157,-72.5336,Media,Inundacion,2026-07-03 22:25:00
I-437,Zona_02,-38.792,-72.6151,Alta,Accidente Vial,2026-07-01 14:38:00
I-438,Zona_16,-38.7085,-72.5812,Alta,Inundacion,2026-07-06 03:04:00
I-439,Zona_04,-38.7361,-72.6462,Crítica,Medico,2026-07-06 03:40:00
I-440,Zona_12,-38.7464,-72.504,Crítica,Rescate,2026-07-05 11:19:00
I-441,Zona_02,-38.7264,-72.5485,Media,Rescate,2026-07-03 14:41:00
I-442,Zona_03,-38.7789,-72.5086,Crítica,Inundacion,2026-07-02 23:24:00
I-443,Zona_18,-38.7829,-72.5406,Alta,Inundacion,2026-07-05 16:21:00
I-444,Zona_04,-38.7002,-72.5736,Media,Incendio,2026-07-04 19:25:00
I-445,Zona_11,-38.763,-72.6186,Alta,Medico,2026-07-03 10:57:00
I-446,Zona_17,-38.7043,-72.5995,Crítica,Inundacion,2026-07-04 18:15:00
I-447,Zona_02,-38.7264,-72.5485,Media,Rescate,2026-07-01 14:11:00
I-448,Zona_15,-38.701,-72.554,Media,Inundacion,2026-07-04 06:54:00
I-449,Zona_11,-38.7157,-72.5336,Alta,Medico,2026-07-02 03:05:00
I-450,Zona_10,-38.763,-72.6186,Alta,Inundacion,2026-07-04 20:10:00
I-451,Zona_16,-38.7157,-72.5336,Alta,Accidente Vial,2026-07-04 08:40:00
I-452,Zona_11,-38.7725,-72.6165,Baja,Accidente Vial,2026-07-03 10:17:00
I-453,Zona_01,-38.7345,-72.5907,Crítica,Rescate,2026-07-03 02:00:00
I-454,Zona_19,-38.7415,-72.5153,Media,Incendio,2026-07-05 18:53:00
I-455,Zona_06,-38.7345,-72.5907,Crítica,Medico,2026-07-04 01:35:00
I-456,Zona_02,-38.7002,-72.5736,Baja,Medico,2026-07-02 17:04:00
I-457,Zona_11,-38.7725,-72.6165,Crítica,Medico,2026-07-03 20:12:00
I-458,Zona_07,-38.7733,-72.5095,Crítica,Inundacion,2026-07-05 06:16:00
I-459,Zona_16,-38.7029,-72.5209,Baja,Medico,2026-07-04 19:29:00
I-460,Zona_18,-38.7771,-72.6452,Alta,Accidente Vial,2026-07-02 12:18:00
I-461,Zona_11,-38.7771,-72.6452,Media,Accidente Vial,2026-07-03 11:26:00
I-462,Zona_18,-38.7685,-72.6098,Alta,Rescate,2026-07-03 06:44:00
I-463,Zona_07,-38.7735,-72.613,Media,Rescate,2026-07-04 02:06:00
I-464,Zona_08,-38.7789,-72.5086,Alta,Rescate,2026-07-03 00:45:00
I-465,Zona_16,-38.789,-72.5559,Alta,Accidente Vial,2026-07-02 12:18:00
I-466,Zona_09,-38.792,-72.6151,Alta,Incendio,2026-07-04 12:31:00
I-467,Zona_18,-38.7124,-72.6028,Crítica,Accidente Vial,2026-07-05 04:22:00
I-468,Zona_05,-38.792,-72.6151,Alta,Incendio,2026-07-05 17:32:00
I-469,Zona_03,-38.7171,-72.5572,Alta,Accidente Vial,2026-07-05 09:30:00
I-470,Zona_16,-38.7415,-72.5153,Media,Medico,2026-07-02 19:00:00
I-471,Zona_18,-38.7685,-72.6098,Alta,Medico,2026-07-02 21:01:00
I-472,Zona_19,-38.7973,-72.6202,Media,Medico,2026-07-04 20:03:00
I-473,Zona_17,-38.7108,-72.637,Media,Medico,2026-07-05 03:27:00
I-474,Zona_14,-38.7108,-72.637,Alta,Accidente Vial,2026-07-01 21:40:00
I-475,Zona_05,-38.7973,-72.6202,Baja,Inundacion,2026-07-05 05:00:00
I-476,Zona_16,-38.7194,-72.5453,Crítica,Medico,2026-07-03 15:33:00
I-477,Zona_11,-38.7004,-72.5706,Alta,Incendio,2026-07-02 23:13:00
I-478,Zona_19,-38.7029,-72.5209,Media,Inundacion,2026-07-01 20:12:00
I-479,Zona_02,-38.7936,-72.5928,Media,Accidente Vial,2026-07-05 10:43:00
I-480,Zona_13,-38.766,-72.6267,Crítica,Medico,2026-07-01 12:57:00
I-481,Zona_10,-38.7936,-72.5928,Baja,Incendio,2026-07-06 07:05:00
I-482,Zona_20,-38.7138,-72.5634,Baja,Rescate,2026-07-04 13:32:00
I-483,Zona_18,-38.7171,-72.5572,Crítica,Medico,2026-07-03 22:02:00
I-484,Zona_09,-38.7157,-72.5336,Media,Incendio,2026-07-03 23:54:00
I-485,Zona_15,-38.7772,-72.6066,Alta,Medico,2026-07-02 06:11:00
I-486,Zona_11,-38.7361,-72.6462,Alta,Inundacion,2026-07-05 12:34:00
I-487,Zona_07,-38.7002,-72.5736,Media,Inundacion,2026-07-05 15:23:00
I-488,Zona_14,-38.7439,-72.6106,Alta,Incendio,2026-07-03 15:21:00
I-489,Zona_04,-38.763,-72.6186,Media,Medico,2026-07-05 03:22:00
I-490,Zona_08,-38.701,-72.554,Baja,Rescate,2026-07-03 04:10:00
I-491,Zona_15,-38.7364,-72.5953,Alta,Rescate,2026-07-02 16:09:00
I-492,Zona_19,-38.7138,-72.5634,Baja,Rescate,2026-07-04 15:31:00
I-493,Zona_08,-38.7415,-72.5153,Baja,Incendio,2026-07-03 09:05:00
I-494,Zona_06,-38.7837,-72.5931,Crítica,Inundacion,2026-07-03 01:53:00
I-495,Zona_10,-38.789,-72.5559,Baja,Rescate,2026-07-05 17:06:00
I-496,Zona_08,-38.7899,-72.6083,Media,Medico,2026-07-04 19:55:00
I-497,Zona_15,-38.701,-72.554,Alta,Accidente Vial,2026-07-02 04:54:00
I-498,Zona_16,-38.7909,-72.6429,Media,Medico,2026-07-04 10:59:00
I-499,Zona_20,-38.7002,-72.5736,Baja,Inundacion,2026-07-05 15:02:00
I-500,Zona_12,-38.7829,-72.5406,Baja,Inundacion,2026-07-04 08:06:00
